concept,description_concept,type_concept,term,type_term,description_term,generateur,prefix,gender,conjugaison,ehasElisionlision,accordFemSing,accordFemPlu,accordMasSing,accordMasPlu
m_académie,,m,adjectif:académie   2 s,adjectif,,,académie,,,1,,,2,s
,,,substantif:académie  s féminin,substantif,,,académie,féminin,,1,,s,,
m_accent,,m,adjectif:accent   1 s,adjectif,,,accent,,,1,,,1,s
,,,substantif:accent  s masculin,substantif,,,accent,masculin,,1,,,,s
m_accès,,m,adjectif:accès   1,adjectif,,,accès,,,1,,,1,
,,,substantif:accès   masculin,substantif,,,accès,masculin,,1,,,,
m_accident,,m,adjectif:accident   1 s,adjectif,,,accident,,,1,,,1,s
,,,substantif:accident  s masculin,substantif,,,accident,masculin,,1,,,,s
m_accolade,,m,adjectif:accolade   2 s,adjectif,,,accolade,,,1,,,2,s
,,,substantif:accolade  s féminin,substantif,,,accolade,féminin,,1,,s,,
m_accord,,m,adjectif:accord   1 s,adjectif,,,accord,,,1,,,1,s
,,,substantif:accord  s masculin,substantif,,,accord,masculin,,1,,,,s
m_accouchement,,m,adjectif:accouchement   1 s,adjectif,,,accouchement,,,1,,,1,s
,,,substantif:accouchement  s masculin,substantif,,,accouchement,masculin,,1,,,,s
m_accouplement,,m,adjectif:accouplement   1 s,adjectif,,,accouplement,,,1,,,1,s
,,,substantif:accouplement  s masculin,substantif,,,accouplement,masculin,,1,,,,s
m_accréditat,,m,adjectif:accréditation   2 s,adjectif,,,accréditation,,,1,,,2,s
m_accueil,,m,adjectif:accueil   1 s,adjectif,,,accueil,,,1,,,1,s
,,,substantif:accueil  s masculin,substantif,,,accueil,masculin,,1,,,,s
m_accumulation,,m,adjectif:accumulation   2 s,adjectif,,,accumulation,,,1,,,2,s
,,,substantif:accumulation  s féminin,substantif,,,accumulation,féminin,,1,,s,,
m_accusation,,m,adjectif:accusation   2 s,adjectif,,,accusation,,,1,,,2,s
,,,substantif:accusation  s féminin,substantif,,,accusation,féminin,,1,,s,,
m_achat,,m,adjectif:achat   1 s,adjectif,,,achat,,,1,,,1,s
,,,substantif:achat  s masculin,substantif,,,achat,masculin,,1,,,,s
m_achat 1,,m,generateur:[m_achat],generateur,,,,,,,,,,
,,,generateur:[m_acquisition],generateur,,,,,,,,,,
m_acier,,m,adjectif:acier   1 s,adjectif,,,acier,,,1,,,1,s
,,,substantif:acier  s masculin,substantif,,,acier,masculin,,1,,,,s
m_acquisition,,m,adjectif:acquisition   2 s,adjectif,,,acquisition,,,1,,,2,s
,,,substantif:acquisition  s féminin,substantif,,,acquisition,féminin,,1,,s,,
m_acte,,m,adjectif:acte   1 s,adjectif,,,acte,,,1,,,1,s
,,,substantif:acte  s masculin,substantif,,,acte,masculin,,1,,,,s
m_acteur,,m,adjectif:acteur   1 s,adjectif,,,acteur,,,1,,,1,s
,,,substantif:acteur  s masculin,substantif,,,acteur,masculin,,1,,,,s
m_action,,m,substantif:action  s féminin,substantif,,,action,féminin,,1,,s,,
,,,adjectif:action   2 s,adjectif,,,action,,,1,,,2,s
m_action 1,,m,substantif:balancement  s masculin,substantif,,,balancement,masculin,,0,,,,s
,,,substantif:ballottement  s masculin,substantif,,,ballottement,masculin,,0,,,,s
,,,substantif:flottement  s masculin,substantif,,,flottement,masculin,,0,,,,s
,,,substantif:remuement  s masculin,substantif,,,remuement,masculin,,0,,,,s
,,,substantif:ondoiement  s masculin,substantif,,,ondoiement,masculin,,1,,,,s
,,,substantif:oscillation  s féminin,substantif,,,oscillation,féminin,,1,,s,,
,,,generateur:[m_acte],generateur,,,,,,,,,,
,,,generateur:[m_agitation],generateur,,,,,,,,,,
,,,generateur:[m_danse],generateur,,,,,,,,,,
,,,generateur:[m_mouvement],generateur,,,,,,,,,,
,,,generateur:[m_roulement],generateur,,,,,,,,,,
m_action 2,,m,generateur:[m_changement],generateur,,,,,,,,,,
,,,generateur:[m_modification],generateur,,,,,,,,,,
,,,generateur:[m_variation],generateur,,,,,,,,,,
m_action 3,,m,generateur:[m_action],generateur,,,,,,,,,,
,,,generateur:[m_événement],generateur,,,,,,,,,,
,,,generateur:[m_fait],generateur,,,,,,,,,,
,,,generateur:[m_histoire],generateur,,,,,,,,,,
m_activité,,m,adjectif:activité   2 s,adjectif,,,activité,,,1,,,2,s
,,,substantif:activité  s féminin,substantif,,,activité,féminin,,1,,s,,
m_actualité,,m,adjectif:actualité   2 s,adjectif,,,actualité,,,1,,,2,s
,,,substantif:actualité  s féminin,substantif,,,actualité,féminin,,1,,s,,
m_adéquation,,m,adjectif:adéquation   2 s,adjectif,,,adéquation,,,1,,,2,s
,,,substantif:adéquation  s féminin,substantif,,,adéquation,féminin,,1,,s,,
m_admiration,,m,substantif:admiration  s féminin,substantif,,,admiration,féminin,,1,,s,,
,,,adjectif:admiration   2 s,adjectif,,,admiration,,,1,,,2,s
m_adolescence,,m,adjectif:adolescence   2 s,adjectif,,,adolescence,,,1,,,2,s
,,,substantif:adolescence  s féminin,substantif,,,adolescence,féminin,,1,,s,,
m_adolescent,,m,adjectif:adolescent   1 s,adjectif,,,adolescent,,,1,,,1,s
,,,substantif:adolescent  s masculin,substantif,,,adolescent,masculin,,1,,,,s
m_adoration,,m,adjectif:adoration   2 s,adjectif,,,adoration,,,1,,,2,s
,,,substantif:adoration  s féminin,substantif,,,adoration,féminin,,1,,s,,
m_adresse,,m,adjectif:adresse   2 s,adjectif,,,adresse,,,1,,,2,s
,,,substantif:adresse  s féminin,substantif,,,adresse,féminin,,1,,s,,
m_adulation,,m,substantif:adulation  s féminin,substantif,,,adulation,féminin,,1,,s,,
,,,adjectif:adulation   2 s,adjectif,,,adulation,,,1,,,2,s
m_adulte,,m,adjectif:adulte   1 s,adjectif,,,adulte,,,1,,,1,s
,,,substantif:adulte  s masculin,substantif,,,adulte,masculin,,1,,,,s
m_affection,,m,adjectif:affection   2 s,adjectif,,,affection,,,1,,,2,s
,,,substantif:affection  s féminin,substantif,,,affection,féminin,,1,,s,,
m_affichage,,m,adjectif:affichage   1 s,adjectif,,,affichage,,,1,,,1,s
,,,substantif:affichage  s masculin,substantif,,,affichage,masculin,,1,,,,s
m_affiche,,m,substantif:affiche  s féminin,substantif,,,affiche,féminin,,1,,s,,
,,,adjectif:affiche   2 s,adjectif,,,affiche,,,1,,,2,s
m_affirmation,,m,adjectif:affirmation   2 s,adjectif,,,affirmation,,,1,,,2,s
,,,substantif:affirmation  s féminin,substantif,,,affirmation,féminin,,1,,s,,
m_affolement,,m,adjectif:affolement   1 s,adjectif,,,affolement,,,1,,,1,s
,,,substantif:affolement  s masculin,substantif,,,affolement,masculin,,1,,,,s
m_affrontement,,m,adjectif:affrontement   1 s,adjectif,,,affrontement,,,1,,,1,s
,,,substantif:affrontement  s masculin,substantif,,,affrontement,masculin,,1,,,,s
m_affût,,m,adjectif:affût   1 s,adjectif,,,affût,,,1,,,1,s
,,,substantif:affût  s masculin,substantif,,,affût,masculin,,1,,,,s
m_afrique,,m,adjectif:Afrique   2 s,adjectif,,,Afrique,,,1,,,2,s
,,,substantif:Afrique  s féminin,substantif,,,Afrique,féminin,,1,,s,,
m_âge,,m,adjectif:âge   1 s,adjectif,,,âge,,,1,,,1,s
,,,substantif:âge  s masculin,substantif,,,âge,masculin,,1,,,,s
m_agent,,m,adjectif:agent   1 s,adjectif,,,agent,,,1,,,1,s
,,,substantif:agent  s masculin,substantif,,,agent,masculin,,1,,,,s
m_agitation,,m,substantif:agitation  s féminin,substantif,,,agitation,féminin,,1,,s,,
,,,adjectif:agitation   2 s,adjectif,,,agitation,,,1,,,2,s
m_agitation 1,,m,substantif:désorganisation  s féminin,substantif,,,désorganisation,féminin,,0,,s,,
,,,substantif:dissension  s féminin,substantif,,,dissension,féminin,,0,,s,,
,,,substantif:nervosité  s féminin,substantif,,,nervosité,féminin,,0,,s,,
,,,substantif:émoi  s masculin,substantif,,,émoi,masculin,,1,,,,s
,,,substantif:émotivité  s féminin,substantif,,,émotivité,féminin,,1,,s,,
,,,substantif:insensibilité  s féminin,substantif,,,insensibilité,féminin,,1,,s,,
,,,generateur:[m_affolement],generateur,,,,,,,,,,
,,,generateur:[m_anarchie],generateur,,,,,,,,,,
,,,generateur:[m_chaos],generateur,,,,,,,,,,
,,,generateur:[m_confusion],generateur,,,,,,,,,,
,,,generateur:[m_désarroi],generateur,,,,,,,,,,
,,,generateur:[m_désordre],generateur,,,,,,,,,,
,,,generateur:[m_fébrilité],generateur,,,,,,,,,,
m_agonie,,m,adjectif:agonie   2 s,adjectif,,,agonie,,,1,,,2,s
,,,substantif:agonie  s féminin,substantif,,,agonie,féminin,,1,,s,,
m_agression,,m,adjectif:agression   2 s,adjectif,,,agression,,,1,,,2,s
,,,substantif:agression  s féminin,substantif,,,agression,féminin,,1,,s,,
m_agression 1,,m,substantif:guet-apens   masculin,substantif,,,guet-apens,masculin,,0,,,,
,,,substantif:embuscade  s féminin,substantif,,,embuscade,féminin,,1,,s,,
,,,generateur:[m_agression],generateur,,,,,,,,,,
,,,generateur:[m_aventure],generateur,,,,,,,,,,
,,,generateur:[m_combat],generateur,,,,,,,,,,
,,,generateur:[m_danger],generateur,,,,,,,,,,
,,,generateur:[m_difficulté],generateur,,,,,,,,,,
,,,generateur:[m_menace],generateur,,,,,,,,,,
,,,generateur:[m_péril],generateur,,,,,,,,,,
,,,generateur:[m_risque],generateur,,,,,,,,,,
m_aguet,,m,adjectif:aguet   1 s,adjectif,,,aguet,,,1,,,1,s
,,,substantif:aguet  s masculin,substantif,,,aguet,masculin,,1,,,,s
m_aide,,m,adjectif:aide   2 s,adjectif,,,aide,,,1,,,2,s
,,,substantif:aide  s féminin,substantif,,,aide,féminin,,1,,s,,
m_aidem,,m,adjectif:aide   1 s,adjectif,,,aide,,,1,,,1,s
,,,substantif:aide  s masculin,substantif,,,aide,masculin,,1,,,,s
m_aigle,,m,adjectif:aigle   1 s,adjectif,,,aigle,,,1,,,1,s
,,,substantif:aigle  s masculin,substantif,,,aigle,masculin,,1,,,,s
m_aiguille,,m,adjectif:aiguillle   2 s,adjectif,,,aiguillle,,,1,,,2,s
,,,substantif:aiguillle  s féminin,substantif,,,aiguillle,féminin,,1,,s,,
m_aile,,m,adjectif:aile   2 s,adjectif,,,aile,,,1,,,2,s
,,,substantif:aile  s féminin,substantif,,,aile,féminin,,1,,s,,
m_ailleurs,,m,adjectif:ailleurs   1,adjectif,,,ailleurs,,,1,,,1,
,,,substantif:ailleurs   masculin,substantif,,,ailleurs,masculin,,1,,,,
m_air,,m,adjectif:air   1 s,adjectif,,,air,,,1,,,1,s
,,,substantif:air  s masculin,substantif,,,air,masculin,,1,,,,s
m_air 1,,m,generateur:[m_air],generateur,,,,,,,,,,
,,,generateur:[m_atmosphère],generateur,,,,,,,,,,
m_aisance,,m,substantif:aisance  s féminin,substantif,,,aisance,féminin,,1,,s,,
,,,adjectif:aisance   2 s,adjectif,,,aisance,,,1,,,2,s
m_aise,,m,substantif:aise  s féminin,substantif,,,aise,féminin,,1,,s,,
,,,adjectif:aise   2 s,adjectif,,,aise,,,1,,,2,s
m_ajournement,,m,adjectif:ajournement   1 s,adjectif,,,ajournement,,,1,,,1,s
,,,substantif:ajournement  s masculin,substantif,,,ajournement,masculin,,1,,,,s
m_album,,m,adjectif:album   1 s,adjectif,,,album,,,1,,,1,s
,,,substantif:album  s masculin,substantif,,,album,masculin,,1,,,,s
m_alchimie,,m,adjectif:alchimie   2 s,adjectif,,,alchimie,,,1,,,2,s
,,,substantif:alchimie  s féminin,substantif,,,alchimie,féminin,,1,,s,,
m_alcool,,m,adjectif:alcool   1 s,adjectif,,,alcool,,,1,,,1,s
,,,substantif:alcool  s masculin,substantif,,,alcool,masculin,,1,,,,s
m_alentour,,m,adjectif:alentour   1 s,adjectif,,,alentour,,,1,,,1,s
,,,substantif:alentour  s masculin,substantif,,,alentour,masculin,,1,,,,s
m_alerte,,m,adjectif:alerte   2 s,adjectif,,,alerte,,,1,,,2,s
,,,substantif:alerte  s féminin,substantif,,,alerte,féminin,,1,,s,,
m_algorithme,,m,adjectif:algorithme   1 s,adjectif,,,algorithme,,,1,,,1,s
,,,substantif:algorithme  s masculin,substantif,,,algorithme,masculin,,1,,,,s
m_alibi,,m,adjectif:alibi   1 s,adjectif,,,alibi,,,1,,,1,s
,,,substantif:alibi  s masculin,substantif,,,alibi,masculin,,1,,,,s
m_aliénation,,m,adjectif:aliénation   2 s,adjectif,,,aliénation,,,1,,,2,s
,,,substantif:aliénation  s féminin,substantif,,,aliénation,féminin,,1,,s,,
m_aliment,,m,adjectif:aliment   1 s,adjectif,,,aliment,,,1,,,1,s
,,,substantif:aliment  s masculin,substantif,,,aliment,masculin,,1,,,,s
m_allée,,m,adjectif:allée   2 s,adjectif,,,allée,,,1,,,2,s
,,,substantif:allée  s féminin,substantif,,,allée,féminin,,1,,s,,
m_aller,,m,adjectif:aller   1 s,adjectif,,,aller,,,1,,,1,s
,,,substantif:aller  s masculin,substantif,,,aller,masculin,,1,,,,s
m_allié,,m,adjectif:allié   1 s,adjectif,,,allié,,,1,,,1,s
,,,substantif:allié  s masculin,substantif,,,allié,masculin,,1,,,,s
m_allure,,m,adjectif:allure   2 s,adjectif,,,allure,,,1,,,2,s
,,,substantif:allure  s féminin,substantif,,,allure,féminin,,1,,s,,
m_allure 1,,m,generateur:[m_allure],generateur,,,,,,,,,,
,,,generateur:[m_apparence],generateur,,,,,,,,,,
,,,generateur:[m_aspect],generateur,,,,,,,,,,
m_allure 2,,m,generateur:[m_allure 1],generateur,,,,,,,,,,
,,,generateur:[m_démarche],generateur,,,,,,,,,,
,,,generateur:[m_silhouette],generateur,,,,,,,,,,
m_allusion,,m,adjectif:allusion   2 s,adjectif,,,allusion,,,1,,,2,s
,,,substantif:allusion  s féminin,substantif,,,allusion,féminin,,1,,s,,
m_aloès,,m,adjectif:aloès   1,adjectif,,,aloès,,,1,,,1,
,,,substantif:aloès   masculin,substantif,,,aloès,masculin,,1,,,,
m_alouette,,m,substantif:alouette  s féminin,substantif,,,alouette,féminin,,1,,s,,
,,,adjectif:alouette   2 s,adjectif,,,alouette,,,1,,,2,s
m_alternative,,m,adjectif:alternative   2 s,adjectif,,,alternative,,,1,,,2,s
,,,substantif:alternative  s féminin,substantif,,,alternative,féminin,,1,,s,,
m_alternative 1,,m,substantif:éventualité  s féminin,substantif,,,éventualité,féminin,,1,,s,,
,,,substantif:option  s féminin,substantif,,,option,féminin,,1,,s,,
,,,generateur:[m_alternative],generateur,,,,,,,,,,
,,,generateur:[m_choix],generateur,,,,,,,,,,
,,,generateur:[m_solution],generateur,,,,,,,,,,
m_amabilité,,m,adjectif:amabilité   2 s,adjectif,,,amabilité,,,1,,,2,s
,,,substantif:amabilité  s féminin,substantif,,,amabilité,féminin,,1,,s,,
m_amande,,m,adjectif:amande   2 s,adjectif,,,amande,,,1,,,2,s
,,,substantif:amande  s féminin,substantif,,,amande,féminin,,1,,s,,
m_amant,,m,adjectif:amant   1 s,adjectif,,,amant,,,1,,,1,s
,,,substantif:amant  s masculin,substantif,,,amant,masculin,,1,,,,s
m_amante,,m,adjectif:amante   2 s,adjectif,,,amante,,,1,,,2,s
,,,substantif:amante  s féminin,substantif,,,amante,féminin,,1,,s,,
m_ambiance,,m,substantif:ambiance  s féminin,substantif,,,ambiance,féminin,,1,,s,,
,,,adjectif:ambiance   2 s,adjectif,,,ambiance,,,1,,,2,s
m_ambition,,m,adjectif:ambition   2 s,adjectif,,,ambition,,,1,,,2,s
,,,substantif:ambition  s féminin,substantif,,,ambition,féminin,,1,,s,,
m_ambre,,m,adjectif:ambre   1 s,adjectif,,,ambre,,,1,,,1,s
,,,substantif:ambre  s masculin,substantif,,,ambre,masculin,,1,,,,s
m_ambulance,,m,adjectif:ambulance   2 s,adjectif,,,ambulance,,,1,,,2,s
,,,substantif:ambulance  s féminin,substantif,,,ambulance,féminin,,1,,s,,
m_âme,,m,substantif:âme  s féminin,substantif,,,âme,féminin,,1,,s,,
,,,adjectif:âme   2 s,adjectif,,,âme,,,1,,,2,s
m_amende,,m,adjectif:amende   2 s,adjectif,,,amende,,,1,,,2,s
,,,substantif:amende  s féminin,substantif,,,amende,féminin,,1,,s,,
m_amertume,,m,adjectif:amertume   2 s,adjectif,,,amertume,,,1,,,2,s
,,,substantif:amertume  s féminin,substantif,,,amertume,féminin,,1,,s,,
m_ami,,m,adjectif:ami   1 s,adjectif,,,ami,,,1,,,1,s
,,,substantif:ami  s masculin,substantif,,,ami,masculin,,1,,,,s
m_amie,,m,adjectif:amie   2 s,adjectif,,,amie,,,1,,,2,s
,,,substantif:amie  s féminin,substantif,,,amie,féminin,,1,,s,,
m_amitié,,m,substantif:amitié  s féminin,substantif,,,amitié,féminin,,1,,s,,
,,,adjectif:amitié   2 s,adjectif,,,amitié,,,1,,,2,s
m_amoncellement,,m,adjectif:amoncellement   1 s,adjectif,,,amoncellement,,,1,,,1,s
,,,substantif:amoncellement  s masculin,substantif,,,amoncellement,masculin,,1,,,,s
m_amour,,m,adjectif:amour   1 s,adjectif,,,amour,,,1,,,1,s
,,,substantif:amour  s masculin,substantif,,,amour,masculin,,1,,,,s
m_amour 1,,m,generateur:[m_amour],generateur,,,,,,,,,,
,,,generateur:[m_passion],generateur,,,,,,,,,,
m_amour 2,,m,substantif:contemplation  s féminin,substantif,,,contemplation,féminin,,0,,s,,
,,,substantif:vénération  s féminin,substantif,,,vénération,féminin,,0,,s,,
,,,generateur:[m_admiration],generateur,,,,,,,,,,
,,,generateur:[m_adoration],generateur,,,,,,,,,,
,,,generateur:[m_adulation],generateur,,,,,,,,,,
,,,generateur:[m_amour 1],generateur,,,,,,,,,,
,,,generateur:[m_célébration],generateur,,,,,,,,,,
,,,generateur:[m_culte],generateur,,,,,,,,,,
,,,generateur:[m_religion],generateur,,,,,,,,,,
m_ampleur 1,,m,substantif:vastitude  s féminin,substantif,,,vastitude,féminin,,0,,s,,
,,,substantif:ampleur  s féminin,substantif,,,ampleur,féminin,,1,,s,,
,,,generateur:[m_espace],generateur,,,,,,,,,,
m_ampoule,,m,adjectif:ampoule   2 s,adjectif,,,ampoule,,,1,,,2,s
,,,substantif:ampoule  s féminin,substantif,,,ampoule,féminin,,1,,s,,
m_amulette,,m,adjectif:amulette   2 s,adjectif,,,amulette,,,1,,,2,s
,,,substantif:amulette  s féminin,substantif,,,amulette,féminin,,1,,s,,
m_amulette 1,,m,substantif:fétiche  s masculin,substantif,,,fétiche,masculin,,0,,,,s
,,,substantif:gri-gri  s masculin,substantif,,,gri-gri,masculin,,0,,,,s
,,,substantif:porte-bonheur   masculin,substantif,,,porte-bonheur,masculin,,0,,,,
,,,generateur:[m_amulette],generateur,,,,,,,,,,
,,,generateur:[m_médaille],generateur,,,,,,,,,,
,,,generateur:[m_relique],generateur,,,,,,,,,,
,,,generateur:[m_talisman],generateur,,,,,,,,,,
m_an,,m,adjectif:an   1 s,adjectif,,,an,,,1,,,1,s
,,,substantif:an  s masculin,substantif,,,an,masculin,,1,,,,s
m_an 1,,m,generateur:[m_an],generateur,,,,,,,,,,
,,,generateur:[m_année],generateur,,,,,,,,,,
m_anachronisme,,m,adjectif:anachronisme   1 s,adjectif,,,anachronisme,,,1,,,1,s
,,,substantif:anachronisme  s masculin,substantif,,,anachronisme,masculin,,1,,,,s
m_analyse,,m,adjectif:analyse   2 s,adjectif,,,analyse,,,1,,,2,s
,,,substantif:analyse  s féminin,substantif,,,analyse,féminin,,1,,s,,
m_anarchie,,m,adjectif:anarchie   2 s,adjectif,,,anarchie,,,1,,,2,s
,,,substantif:anarchie  s féminin,substantif,,,anarchie,féminin,,1,,s,,
m_anatomie,,m,adjectif:anatomie   2 s,adjectif,,,anatomie,,,1,,,2,s
,,,substantif:anatomie  s féminin,substantif,,,anatomie,féminin,,1,,s,,
m_ancêtre,,m,adjectif:ancêtre   1 s,adjectif,,,ancêtre,,,1,,,1,s
,,,substantif:ancêtre  s masculin,substantif,,,ancêtre,masculin,,1,,,,s
m_âne,,m,substantif:âne  s masculin,substantif,,,âne,masculin,,1,,,,s
,,,adjectif:âne   1 s,adjectif,,,âne,,,1,,,1,s
m_anéantissement,,m,adjectif:anéantissement   1 s,adjectif,,,anéantissement,,,1,,,1,s
,,,substantif:anéantissement  s masculin,substantif,,,anéantissement,masculin,,1,,,,s
m_anecdote,,m,adjectif:anecdote   2 s,adjectif,,,anecdote,,,1,,,2,s
,,,substantif:anecdote  s féminin,substantif,,,anecdote,féminin,,1,,s,,
m_ange,,m,substantif:ange  s masculin,substantif,,,ange,masculin,,1,,,,s
,,,adjectif:ange   1 s,adjectif,,,ange,,,1,,,1,s
m_angelot 1,,m,substantif:chérubin  s masculin,substantif,,,chérubin,masculin,,0,,,,s
,,,substantif:cupidon  s masculin,substantif,,,cupidon,masculin,,0,,,,s
,,,substantif:angelot  s masculin,substantif,,,angelot,masculin,,1,,,,s
m_angle,,m,adjectif:angle   1 s,adjectif,,,angle,,,1,,,1,s
,,,substantif:angle  s masculin,substantif,,,angle,masculin,,1,,,,s
m_angoisse,,m,adjectif:angoisse   2 s,adjectif,,,angoisse,,,1,,,2,s
,,,substantif:angoisse  s féminin,substantif,,,angoisse,féminin,,1,,s,,
m_anguille,,m,adjectif:anguille   2 s,adjectif,,,anguille,,,1,,,2,s
,,,substantif:anguille  s féminin,substantif,,,anguille,féminin,,1,,s,,
m_animal,,m,adjectif:anima l  1 ux,adjectif,,,anima,,,1,l,,1,ux
,,,substantif:anima l ux masculin,substantif,,,anima,masculin,,1,,,l,ux
m_animal 1,,m,generateur:[m_chien],generateur,,,,,,,,,,
,,,generateur:[m_tigre],generateur,,,,,,,,,,
m_animal 2,,m,substantif:blaireau  x masculin,substantif,,,blaireau,masculin,,0,,,,x
,,,substantif:butor  s masculin,substantif,,,butor,masculin,,0,,,,s
,,,substantif:caïman  s masculin,substantif,,,caïman,masculin,,0,,,,s
,,,substantif:condor  s masculin,substantif,,,condor,masculin,,0,,,,s
,,,substantif:cougar  s masculin,substantif,,,cougar,masculin,,0,,,,s
,,,substantif:crocodile  s masculin,substantif,,,crocodile,masculin,,0,,,,s
,,,substantif:guépard  s masculin,substantif,,,guépard,masculin,,0,,,,s
,,,substantif:gypaète  s masculin,substantif,,,gypaète,masculin,,0,,,,s
,,,substantif:hibou  x masculin,substantif,,,hibou,masculin,,0,,,,x
,,,substantif:jaguar  s masculin,substantif,,,jaguar,masculin,,0,,,,s
,,,substantif:lama  s masculin,substantif,,,lama,masculin,,0,,,,s
,,,substantif:leopard  s masculin,substantif,,,leopard,masculin,,0,,,,s
,,,substantif:lynx   masculin,substantif,,,lynx,masculin,,0,,,,
,,,substantif:mouflon  s masculin,substantif,,,mouflon,masculin,,0,,,,s
,,,substantif:panthère  s féminin,substantif,,,panthère,féminin,,0,,s,,
,,,substantif:puma  s masculin,substantif,,,puma,masculin,,0,,,,s
,,,substantif:pycargue  s masculin,substantif,,,pycargue,masculin,,0,,,,s
,,,substantif:rhinoceros   masculin,substantif,,,rhinoceros,masculin,,0,,,,
,,,substantif:yack  s masculin,substantif,,,yack,masculin,,0,,,,s
,,,substantif:alligator  s masculin,substantif,,,alligator,masculin,,1,,,,s
,,,substantif:antilope  s féminin,substantif,,,antilope,féminin,,1,,s,,
,,,substantif:autour  s masculin,substantif,,,autour,masculin,,1,,,,s
,,,substantif:autruche  s féminin,substantif,,,autruche,féminin,,1,,s,,
,,,substantif:hémione  s féminin,substantif,,,hémione,féminin,,1,,s,,
,,,substantif:hippopotame  s masculin,substantif,,,hippopotame,masculin,,1,,,,s
,,,substantif:orang-outan  s masculin,substantif,,,orang-outan,masculin,,1,,,,s
,,,generateur:[m_chien 1],generateur,,,,,,,,,,
,,,generateur:[m_chien 2],generateur,,,,,,,,,,
,,,generateur:[m_chien 3],generateur,,,,,,,,,,
,,,generateur:[m_griffon],generateur,,,,,,,,,,
,,,generateur:[m_lézard],generateur,,,,,,,,,,
,,,generateur:[m_oiseau-mer 1],generateur,,,,,,,,,,
,,,generateur:[m_serpent 1],generateur,,,,,,,,,,
m_animal 3,,m,substantif:fauve  s masculin,substantif,,,fauve,masculin,,0,,,,s
,,,generateur:[m_animal],generateur,,,,,,,,,,
,,,generateur:[m_bête],generateur,,,,,,,,,,
m_animal 4,,m,substantif:lion  s masculin,substantif,,,lion,masculin,,0,,,,s
,,,generateur:[m_gazelle],generateur,,,,,,,,,,
,,,generateur:[m_mammouth],generateur,,,,,,,,,,
m_animal 5,,m,substantif:belette  s féminin,substantif,,,belette,féminin,,0,,s,,
,,,substantif:biche  s féminin,substantif,,,biche,féminin,,0,,s,,
,,,substantif:faon  s masculin,substantif,,,faon,masculin,,0,,,,s
,,,substantif:fouine  s féminin,substantif,,,fouine,féminin,,0,,s,,
,,,substantif:lièvre  s masculin,substantif,,,lièvre,masculin,,0,,,,s
,,,substantif:putois   masculin,substantif,,,putois,masculin,,0,,,,
,,,substantif:sanglier  s masculin,substantif,,,sanglier,masculin,,0,,,,s
,,,generateur:[m_cerf],generateur,,,,,,,,,,
,,,generateur:[m_loup],generateur,,,,,,,,,,
,,,generateur:[m_louve],generateur,,,,,,,,,,
,,,generateur:[m_ours],generateur,,,,,,,,,,
,,,generateur:[m_rat],generateur,,,,,,,,,,
m_animal 6,,m,substantif:daim  s masculin,substantif,,,daim,masculin,,0,,,,s
,,,substantif:faisan  s masculin,substantif,,,faisan,masculin,,0,,,,s
,,,substantif:grive  s féminin,substantif,,,grive,féminin,,0,,s,,
,,,substantif:lapin  s masculin,substantif,,,lapin,masculin,,0,,,,s
,,,substantif:palombe  s féminin,substantif,,,palombe,féminin,,0,,s,,
,,,substantif:oie  s féminin,substantif,,,oie,féminin,,1,,s,,
m_anneau,,m,adjectif:anneau   1 x,adjectif,,,anneau,,,1,,,1,x
